instance,depth,alpha,seed,train_acc,val_acc,test_acc,train_time
Statlog (German Credit Data),4,0.1,3,0.682,0.712,0.724,0.0018019676208496094
Wine,1,0,1,0.6853932584269663,0.6590909090909091,0.5333333333333333,0.0007190704345703125
Wine,1,0.01,1,0.6853932584269663,0.6590909090909091,0.5333333333333333,0.0013239383697509766
Wine,1,0.1,1,0.6853932584269663,0.6590909090909091,0.5333333333333333,0.0009870529174804688
Wine,2,0,1,0.9550561797752809,0.9545454545454546,0.9555555555555556,0.0007829666137695312
Wine,2,0.01,1,0.9550561797752809,0.9545454545454546,0.9555555555555556,0.0011508464813232422
Wine,2,0.1,1,0.9550561797752809,0.9545454545454546,0.9333333333333333,0.0008847713470458984
Wine,3,0,1,0.9775280898876404,0.9545454545454546,0.9777777777777777,0.0009379386901855469
Wine,3,0.01,1,0.9775280898876404,0.9545454545454546,0.8666666666666667,0.0012781620025634766
Wine,3,0.1,1,0.9550561797752809,0.9545454545454546,0.9333333333333333,0.0012900829315185547
Wine,4,0,1,0.9775280898876404,0.9545454545454546,0.8666666666666667,0.0010809898376464844
Wine,4,0.01,1,0.9775280898876404,0.9545454545454546,0.9555555555555556,0.0009791851043701172
Wine,4,0.1,1,0.9550561797752809,0.9545454545454546,0.9555555555555556,0.0010323524475097656
Wine,1,0,2,0.7640449438202247,0.6136363636363636,0.5555555555555556,0.0006508827209472656
Wine,1,0.01,2,0.7640449438202247,0.6136363636363636,0.5555555555555556,0.0009579658508300781
Wine,1,0.1,2,0.7640449438202247,0.6136363636363636,0.5555555555555556,0.0008530616760253906
Wine,2,0,2,0.9887640449438202,0.8863636363636364,0.9111111111111111,0.0009050369262695312
Wine,2,0.01,2,0.9887640449438202,0.8636363636363636,0.9111111111111111,0.0008797645568847656
Wine,2,0.1,2,0.9550561797752809,0.8409090909090909,0.8888888888888888,0.0013728141784667969
Wine,3,0,2,0.9887640449438202,0.8636363636363636,0.9111111111111111,0.0014410018920898438
Wine,3,0.01,2,0.9887640449438202,0.8863636363636364,0.9111111111111111,0.001001119613647461
Wine,3,0.1,2,0.9550561797752809,0.8409090909090909,0.8888888888888888,0.0011141300201416016
Wine,4,0,2,0.9887640449438202,0.8636363636363636,0.9111111111111111,0.0010280609130859375
Wine,4,0.01,2,0.9887640449438202,0.8863636363636364,0.9111111111111111,0.0009341239929199219
Wine,4,0.1,2,0.9550561797752809,0.8409090909090909,0.8888888888888888,0.0010411739349365234
Wine,1,0,3,0.6966292134831461,0.7045454545454546,0.7111111111111111,0.0009639263153076172
Wine,1,0.01,3,0.6966292134831461,0.7045454545454546,0.7111111111111111,0.0008449554443359375
Wine,1,0.1,3,0.6966292134831461,0.7045454545454546,0.7111111111111111,0.0007259845733642578
Wine,2,0,3,0.9662921348314607,0.8409090909090909,0.9111111111111111,0.0007851123809814453
Wine,2,0.01,3,0.9662921348314607,0.8409090909090909,0.9111111111111111,0.000982046127319336
Wine,2,0.1,3,0.9662921348314607,0.8409090909090909,0.9111111111111111,0.0014050006866455078
Wine,3,0,3,0.9775280898876404,0.8636363636363636,0.9333333333333333,0.0015959739685058594
Wine,3,0.01,3,0.9775280898876404,0.8636363636363636,0.9555555555555556,0.0012249946594238281
Wine,3,0.1,3,0.9662921348314607,0.8409090909090909,0.9111111111111111,0.0009419918060302734
Wine,4,0,3,0.9775280898876404,0.8636363636363636,0.9333333333333333,0.0008819103240966797
Wine,4,0.01,3,0.9775280898876404,0.8636363636363636,0.9333333333333333,0.0009222030639648438
Wine,4,0.1,3,0.9662921348314607,0.8409090909090909,0.9111111111111111,0.0014352798461914062
Zoo,1,0,1,0.56,0.72,0.5769230769230769,0.0005178451538085938
Zoo,1,0.01,1,0.56,0.72,0.5769230769230769,0.0008699893951416016
Zoo,1,0.1,1,0.56,0.72,0.5769230769230769,0.000659942626953125
Zoo,2,0,1,0.7,0.84,0.6923076923076923,0.0007967948913574219
Zoo,2,0.01,1,0.7,0.84,0.6923076923076923,0.0010790824890136719
Zoo,2,0.1,1,0.7,0.84,0.6923076923076923,0.0014870166778564453
Zoo,3,0,1,0.8,0.96,0.7692307692307693,0.0008311271667480469
Zoo,3,0.01,1,0.8,0.96,0.7692307692307693,0.0007162094116210938
Zoo,3,0.1,1,0.8,0.96,0.7692307692307693,0.0009601116180419922
Zoo,4,0,1,0.86,1.0,0.7692307692307693,0.0006420612335205078
Zoo,4,0.01,1,0.86,1.0,0.7692307692307693,0.0011017322540283203
Zoo,4,0.1,1,0.8,0.96,0.7692307692307693,0.0006577968597412109
Zoo,1,0,2,0.56,0.68,0.6153846153846154,0.0006449222564697266
Zoo,1,0.01,2,0.56,0.68,0.6153846153846154,0.00080108642578125
Zoo,1,0.1,2,0.56,0.68,0.6153846153846154,0.0006320476531982422
Zoo,2,0,2,0.7,0.84,0.6923076923076923,0.0008959770202636719
Zoo,2,0.01,2,0.7,0.84,0.6923076923076923,0.0007138252258300781
Zoo,2,0.1,2,0.7,0.84,0.6923076923076923,0.0008220672607421875
Zoo,3,0,2,0.82,0.84,0.8461538461538461,0.0007507801055908203
Zoo,3,0.01,2,0.82,0.84,0.8461538461538461,0.0008068084716796875
Zoo,3,0.1,2,0.82,0.84,0.8461538461538461,0.0006799697875976562
Zoo,4,0,2,0.92,0.84,0.8846153846153846,0.00074005126953125
Zoo,4,0.01,2,0.92,0.84,0.8846153846153846,0.0007550716400146484
Zoo,4,0.1,2,0.82,0.84,0.8461538461538461,0.0009448528289794922
Zoo,1,0,3,0.62,0.64,0.5384615384615384,0.0006787776947021484
Zoo,1,0.01,3,0.62,0.64,0.5384615384615384,0.0006158351898193359
Zoo,1,0.1,3,0.62,0.64,0.5384615384615384,0.0011889934539794922
Zoo,2,0,3,0.76,0.76,0.6538461538461539,0.0007069110870361328
Zoo,2,0.01,3,0.76,0.76,0.6538461538461539,0.000782012939453125
Zoo,2,0.1,3,0.76,0.76,0.6538461538461539,0.0008552074432373047
Zoo,3,0,3,0.84,0.8,0.8461538461538461,0.0008070468902587891
Zoo,3,0.01,3,0.84,0.8,0.8461538461538461,0.0013179779052734375
Zoo,3,0.1,3,0.84,0.8,0.8461538461538461,0.001051187515258789
Zoo,4,0,3,0.88,0.88,0.8461538461538461,0.0008757114410400391
Zoo,4,0.01,3,0.88,0.88,0.8461538461538461,0.0009768009185791016
Zoo,4,0.1,3,0.84,0.8,0.8461538461538461,0.0015919208526611328
